Image Name, City URL
São Gonçalo,https://upload.wikimedia.org/wikipedia/commons/a/a6/Flag_of_S%C3%A3o_Gon%C3%A7alo.svg
São José dos Campos,https://upload.wikimedia.org/wikipedia/commons/6/66/Bandeira_de_S%C3%A3o_Jos%C3%A9_dos_Campos.svg
São Leopoldo,https://upload.wikimedia.org/wikipedia/commons/7/77/Bandeira_de_S%C3%A3o_Leopoldo_-_RS.svg
São Luís,https://upload.wikimedia.org/wikipedia/commons/f/f6/Bandeira_de_S%C3%A3o_Lu%C3%ADs.svg
São Paulo,https://upload.wikimedia.org/wikipedia/commons/4/4b/Bandeira_da_cidade_de_S%C3%A3o_Paulo.svg
São Vicente,https://upload.wikimedia.org/wikipedia/commons/a/a1/Flag_of_S%C3%A3o_Vicente%2C_S%C3%A3o_Paulo.svg
Sertãozinho,https://upload.wikimedia.org/wikipedia/commons/7/7d/BandeiraSertaozinhoSP.svg
Sorocaba,https://upload.wikimedia.org/wikipedia/commons/6/61/BandeiraSorocaba.svg
Tangará da Serra,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bandeira_de_Tangar%C3%A1_da_Serra.svg
Teixeira de Freitas,https://upload.wikimedia.org/wikipedia/commons/8/87/Bandeira_Teixeira_de_Freitas_-_BA.svg
Teresina,https://upload.wikimedia.org/wikipedia/commons/0/0e/Bandeira_de_Teresina.svg
Teresópolis,https://upload.wikimedia.org/wikipedia/commons/9/94/Bandeira_de_Teresopolis.svg
Uberlândia,https://upload.wikimedia.org/wikipedia/commons/f/f5/Bandeira_de_Uberl%C3%A2ndia.svg
Umuarama,https://upload.wikimedia.org/wikipedia/commons/b/b5/Bandeira_de_Umuarama_-_PR.svg
Valinhos,https://upload.wikimedia.org/wikipedia/commons/b/bb/Bandeira-Valinhos.svg
Vila Velha,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bandeira_de_Vila_Velha_%28Esp%C3%ADrito_Santo%29.svg
Vilhena,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_rondonia_vilhena.svg
Vitória,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bandeira_de_Vit%C3%B3ria.svg
Vitória da Conquista,https://upload.wikimedia.org/wikipedia/commons/2/27/Bandeira_Vitoria_da_Conquista.svg
Volta Redonda,https://upload.wikimedia.org/wikipedia/commons/5/5c/Bandeira_de_Volta_Redonda_-_RJ.svg
Dobrich,https://upload.wikimedia.org/wikipedia/commons/b/bd/Flag_of_Dobrich.svg
Gabrovo,https://upload.wikimedia.org/wikipedia/commons/0/0d/BG_Gabrovo_flag.svg
Plovdiv,https://upload.wikimedia.org/wikipedia/commons/c/c7/Plovdiv_flag.svg
Sofia,https://upload.wikimedia.org/wikipedia/commons/7/72/BG_Sofia_flag.svg
Stara Zagora,https://upload.wikimedia.org/wikipedia/commons/b/b6/Flag_of_Stara_Zagora_%28obverse%29.svg
Yambol,https://upload.wikimedia.org/wikipedia/commons/9/9c/%D0%AF%D0%BC%D0%B1%D0%BE%D0%BB_-_%D0%B7%D0%BD%D0%B0%D0%BC%D0%B5.svg
"Barrie, Ontario",https://upload.wikimedia.org/wikipedia/commons/b/b6/Flag_of_Barrie.svg
"Charlottetown, Prince Edward Island",https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Charlottetown.svg
"Greater Sudbury, Ontario",https://upload.wikimedia.org/wikipedia/commons/6/6d/Flag_of_Sudbury_Ontario.svg
"Guelph, Ontario",https://upload.wikimedia.org/wikipedia/commons/3/39/Flag_of_Guelph.svg
"Hamilton, Ontario",https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Hamilton.svg
"Lethbridge, Alberta",https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_Lethbridge.svg
"London, Ontario",https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_London%2C_Ontario%2C_Canada.svg
"Montreal, Quebec",https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Montreal.svg
"Ottawa, Ontario",https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_Ottawa%2C_Ontario.svg
"Peterborough, Ontario",https://upload.wikimedia.org/wikipedia/commons/b/bb/Flag_of_Peterborough%2C_Ontario.svg
"Prince George, British Columbia",https://upload.wikimedia.org/wikipedia/commons/5/5a/Flag_of_Prince_George%2C_British_Columbia.svg
"Quebec City, Quebec",https://upload.wikimedia.org/wikipedia/commons/3/3a/Flag_of_Quebec_City.svg
"Regina, Saskatchewan",https://upload.wikimedia.org/wikipedia/commons/7/7d/Flag_of_Regina.svg
"Sarnia, Ontario",https://upload.wikimedia.org/wikipedia/commons/7/72/Flag_of_Sarnia%2C_Ontario.svg
"Sherbrooke, Quebec",https://upload.wikimedia.org/wikipedia/commons/f/fb/Flag_of_Sherbrooke.svg
"Thunder Bay, Ontario",https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Thunder_Bay.svg
"Toronto, Ontario",https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Toronto%2C_Canada.svg
"Vernon, British Columbia",https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Vernon%2C_British_Columbia.svg
"Winnipeg, Manitoba",https://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Winnipeg.svg
Arica,https://upload.wikimedia.org/wikipedia/commons/f/f4/Bandera_de_Arica.svg
Cerro Navia,https://upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Cerro_Navia%2C_Chile.svg
Concepción,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Concepcion%2C_Chile.svg
Conchalí,https://upload.wikimedia.org/wikipedia/commons/c/c5/Bandera_de_Conchal%C3%AD.svg
Coquimbo,https://upload.wikimedia.org/wikipedia/commons/9/93/Flag_of_Coquimbo.svg
Coyhaique,https://upload.wikimedia.org/wikipedia/commons/c/c2/Bandera_de_Coyhaique.svg
Iquique,https://upload.wikimedia.org/wikipedia/commons/d/db/Bandera_de_Iquique.svg
La Florida,https://upload.wikimedia.org/wikipedia/commons/8/87/Bandera_de_La_Florida_%28Chile%29.svg
La Pintana,https://upload.wikimedia.org/wikipedia/commons/a/a3/Bandera_de_La_Pintana.svg
La Serena,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_La_Serena%2C_Chile.svg
La Unión,https://upload.wikimedia.org/wikipedia/commons/b/b0/Bandera_de_La_Uni%C3%B3n.svg
Linares,https://upload.wikimedia.org/wikipedia/commons/a/ae/Bandera_de_Linares_%28Chile%29.svg
Lo Prado,https://upload.wikimedia.org/wikipedia/commons/4/48/Bandera_de_Lo_Prado.svg
Los Ángeles,https://upload.wikimedia.org/wikipedia/commons/5/59/Bandera_de_Los_%C3%81ngeles_%28Chile%29.svg
Maipú,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Maipu%2C_Chile.svg
Ñuñoa,https://upload.wikimedia.org/wikipedia/commons/3/32/Bandera_de_%C3%91u%C3%B1oa.svg
Osorno,https://upload.wikimedia.org/wikipedia/commons/d/d4/Bandera_de_Osorno_%28Chile%29.svg
Ovalle,https://upload.wikimedia.org/wikipedia/commons/c/c5/Flag_of_Ovalle%2C_Chile.svg
Peñalolén,https://upload.wikimedia.org/wikipedia/commons/5/57/Bandera_de_Pe%C3%B1alol%C3%A9n.svg
Pichilemu,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Pichilemu.svg
Puerto Montt,https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Puerto_Montt%2C_Chile.svg
Quilicura,https://upload.wikimedia.org/wikipedia/commons/c/cb/Bandera_de_Quilicura.svg
Quirihue,https://upload.wikimedia.org/wikipedia/commons/e/e5/Bandera_de_Quirihue.svg
Renca,https://upload.wikimedia.org/wikipedia/commons/0/0c/Bandera_de_Renca.svg
San Bernardo,https://upload.wikimedia.org/wikipedia/commons/6/68/Bandera_de_San_Bernardo_%28Chile%29.svg
San Felipe,https://upload.wikimedia.org/wikipedia/commons/5/5f/Bandera_de_San_Felipe.svg
Santiago,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Santiago%2C_Chile.svg
Valdivia,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Valdivia%2C_Chile.svg
Valparaíso,https://upload.wikimedia.org/wikipedia/commons/c/c8/Flag_of_Valparaiso%2C_Chile.svg
Viña del Mar,https://upload.wikimedia.org/wikipedia/commons/a/a1/Flag_of_Vi%C3%B1a_del_Mar%2C_Chile.svg
Beijing,https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Beijing_Municipality_in_the_National_Games_Of_China.svg
Chongqing,https://upload.wikimedia.org/wikipedia/commons/3/3d/Flag_of_Chongqing_Municipality_in_the_National_Games_Of_China.svg
Qiqihar,https://upload.wikimedia.org/wikipedia/commons/5/57/Flag_of_Qiqihar.svg
Shanghai,https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_Shanghai_Municipality_in_The_National_Games_Of_China.svg
Tianjin,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Tianjin_Municipality_in_the_National_Games_Of_China.svg
Apartadó,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Apartad%C3%B3.svg
Armenia,https://upload.wikimedia.org/wikipedia/commons/e/e3/Flag_of_Armenia%2C_Colombia.svg
Barrancabermeja,https://upload.wikimedia.org/wikipedia/commons/8/8d/Flag_of_Barrancabermeja_%28Santander%29.svg
Barranquilla,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Barranquilla.svg
Bello,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_Bello.svg
Bogotá,https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Bogot%C3%A1.svg
Bucaramanga,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bucaramanga.svg
Buenaventura,https://upload.wikimedia.org/wikipedia/commons/6/69/Flag_of_Buenaventura.svg
Buga,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Buga.svg
Cali,https://upload.wikimedia.org/wikipedia/commons/3/3c/Flag_of_Santiago_de_Cali.svg
Cartagena,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Cartagena.svg
Cartago,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Cartago_%28Valle%29.svg
Caucasia,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Caucasia_%28Antioquia%29.svg
Chía,https://upload.wikimedia.org/wikipedia/commons/5/52/Flag_of_Ch%C3%ADa.svg
Ciénaga,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Ci%C3%A9naga_%28Magdalena%29.svg
Cúcuta,https://upload.wikimedia.org/wikipedia/commons/a/a8/Flag_of_C%C3%BAcuta.svg
Dosquebradas,https://upload.wikimedia.org/wikipedia/commons/b/bd/Flag_of_Dosquebradas_%28Risaralda%29.svg
Duitama,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Duitama.svg
Envigado,https://upload.wikimedia.org/wikipedia/commons/6/6c/Flag_of_Envigado_%28Antioquia%29.svg
Facatativá,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Facatativ%C3%A1_%28Cundinamarca%29.svg
Florencia,https://upload.wikimedia.org/wikipedia/commons/4/40/Flag_of_Florencia_%28Caquet%C3%A1%29.svg
Floridablanca,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Floridablanca_%28Santander%29.svg
Fusagasugá,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Fusagasug%C3%A1.svg
Girardot,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Girardot_%28Cundinamarca%29.svg
Ibagué,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Ibagu%C3%A9.svg
Ipiales,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Ipiales.svg
Itagüí,https://upload.wikimedia.org/wikipedia/commons/0/0b/Flag_of_Itag%C3%BC%C3%AD.svg
Jamundí,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_Jamund%C3%AD_%28Valle_del_Cauca%29.svg
Magangué,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Magangu%C3%A9_%28Bol%C3%ADvar%29.svg
Maicao,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Maicao.svg
Malambo,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Malambo_%28Atl%C3%A1ntico%29.svg
Manaure,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Manaure_%28La_Guajira%29.svg
Manizales,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Manizales.svg
Medellín,https://upload.wikimedia.org/wikipedia/commons/e/e7/Flag_of_Medell%C3%ADn.svg
Montería,https://upload.wikimedia.org/wikipedia/commons/3/3f/Flag_of_Monter%C3%ADa_%28C%C3%B3rdoba%29.svg
Neiva,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Neiva.svg
Ocaña,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_Oca%C3%B1a.svg
Palmira,https://upload.wikimedia.org/wikipedia/commons/7/76/Flag_of_Palmira_%28Valle_del_Cauca%29.svg
Pasto,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_San_Juan_de_Pasto.svg
Pereira,https://upload.wikimedia.org/wikipedia/commons/5/5d/Flag_of_Pereira.svg
Piedecuesta,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Piedecuesta_%28Santander%29.svg
Pitalito,https://upload.wikimedia.org/wikipedia/commons/b/b5/Flag_of_Pitalito_%28Huila%29.svg
Popayán,https://upload.wikimedia.org/wikipedia/commons/f/f1/Flag_of_Popay%C3%A1n.svg
Quibdó,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Quibd%C3%B3.svg
Riohacha,https://upload.wikimedia.org/wikipedia/commons/7/7f/Flag_of_Riohacha.svg
Rionegro,https://upload.wikimedia.org/wikipedia/commons/1/1c/Flag_of_Rionegro_%28Antioquia%29.svg
Sabanalarga,https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Sabanalarga_%28Atl%C3%A1ntico%29.svg
San Juan de Girón,https://upload.wikimedia.org/wikipedia/commons/a/a3/Flag_of_Gir%C3%B3n_%28Santander%29.svg
Santa Cruz de Lorica,https://upload.wikimedia.org/wikipedia/commons/1/16/Flag_of_Santa_Cruz_de_Lorica_%28C%C3%B3rdoba%29.svg
Santa Marta,https://upload.wikimedia.org/wikipedia/commons/a/ad/Flag_of_Santa_Marta.svg
Sincelejo,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Sincelejo.svg
Soacha,https://upload.wikimedia.org/wikipedia/commons/5/54/Flag_of_Soacha_%28Cundinamarca%29.svg
Sogamoso,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Sogamoso_%28Boyac%C3%A1%29.svg
Soledad,https://upload.wikimedia.org/wikipedia/commons/c/c2/Flag_of_Soledad_%28Atl%C3%A1ntico%29.svg
Tierralta,https://upload.wikimedia.org/wikipedia/commons/1/1c/Flag_of_Tierralta_%28C%C3%B3rdoba%29.svg
Tuluá,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_Tulu%C3%A1.svg
Tumaco,https://upload.wikimedia.org/wikipedia/commons/b/bd/Flag_of_Tumaco.svg
Tunja,https://upload.wikimedia.org/wikipedia/commons/3/39/Flag_of_Tunja.svg
Turbo,https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Turbo_%28Antioquia%29.svg
Uribia,https://upload.wikimedia.org/wikipedia/commons/7/7b/Flag_of_Uribia_%28La_Guajira%29.svg
Valledupar,https://upload.wikimedia.org/wikipedia/commons/7/72/Flag_of_Valledupar.svg
Villavicencio,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Villavicencio.svg
Yopal,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Yopal.svg
Yumbo,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_Yumbo_%28Valle_del_Cauca%29.svg
Zipaquirá,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Zipaquir%C3%A1.svg
Alajuela,https://upload.wikimedia.org/wikipedia/commons/9/91/Bandera_de_la_Provincia_de_Alajuela.svg
Cartago,https://upload.wikimedia.org/wikipedia/commons/3/3f/Bandera_de_Cartago_%28Costa_Rica%29.svg
Esparza,https://upload.wikimedia.org/wikipedia/commons/4/48/Bandera_de_Esparza.svg
Liberia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Bandera_de_Liberia_%28Costa_Rica%29.svg
Limón,https://upload.wikimedia.org/wikipedia/commons/3/38/Bandera_de_la_Provincia_de_Lim%C3%B3n.svg
Puntarenas,https://upload.wikimedia.org/wikipedia/commons/e/e1/Bandera_de_la_Provincia_de_Puntarenas.svg
San José,https://upload.wikimedia.org/wikipedia/commons/e/e4/Bandera_de_San_Jos%C3%A9_%28Costa_Rica%29.svg
Santa Bárbara,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bandera_de_Santa_B%C3%A1rbara_%28Costa_Rica%29.svg
Santo Domingo,https://upload.wikimedia.org/wikipedia/commons/1/10/Bandera_de_Santo_Domingo_%28Costa_Rica%29.svg
Čakovec,https://upload.wikimedia.org/wikipedia/commons/8/80/Flag_of_Cakovec.svg
Karlovac,https://upload.wikimedia.org/wikipedia/commons/c/c4/Zastava_Grada_Karlovca.svg
Osijek,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Osijek.svg
Pazin,https://upload.wikimedia.org/wikipedia/commons/d/d5/Zastava_Pazina.svg
Rijeka,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Rijeka.svg
Split,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_the_City_of_Split.svg
Varaždin,https://upload.wikimedia.org/wikipedia/commons/c/cd/Flag_of_Vara%C5%BEdin.svg
Zagreb,https://upload.wikimedia.org/wikipedia/commons/0/0e/Flag_of_Zagreb.svg
Bayamo,https://upload.wikimedia.org/wikipedia/commons/b/b8/C%C3%A9spedes_flag.svg
Cienfuegos,https://upload.wikimedia.org/wikipedia/commons/5/57/Flag_of_Cienfuegos%2C_Cuba.svg
Cruces,https://upload.wikimedia.org/wikipedia/commons/e/ea/Bandera_de_Cruces%2C_Cuba.svg
Havana,https://upload.wikimedia.org/wikipedia/commons/f/f4/Official_flag_of_Havana%2C_Cuba.svg
Holguín,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_Holgu%C3%ADn_Municipality%2C_Cuba.svg
Santa Clara,https://upload.wikimedia.org/wikipedia/commons/9/98/Flag_of_Santa_Clara.svg
Mesa Geitonia,https://upload.wikimedia.org/wikipedia/commons/2/24/Flag_of_Mesa_Geitonia%2C_Cyprus.svg
Nicosia,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Nicosia.svg
Strovolos,https://upload.wikimedia.org/wikipedia/commons/1/12/Flag_of_Strovolos.svg
Brno,https://upload.wikimedia.org/wikipedia/commons/3/3b/Flag_of_Brno.svg
České Budějovice,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_Ceske_Budejovice.svg
Děčín,https://upload.wikimedia.org/wikipedia/commons/4/42/Flag_of_Decin.svg
Frýdek-Místek,https://upload.wikimedia.org/wikipedia/commons/a/a6/Flag_of_Frydek-Mistek.svg
Havířov,https://upload.wikimedia.org/wikipedia/commons/5/54/Flag_of_Hav%C3%AD%C5%99ov.svg
Hradec Králové,https://upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Hradec_Kralove.svg
Jablonec nad Nisou,https://upload.wikimedia.org/wikipedia/commons/8/80/Jablonec-vlajka.svg
Jihlava,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Jihlava_CZ.svg
Karviná,https://upload.wikimedia.org/wikipedia/commons/6/6b/Karwina_flag.svg
Liberec,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Liberec.svg
Mladá Boleslav,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Mlada_Boleslav.svg
Most,https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Most.svg
Olomouc,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Olomouc.svg
Opava,https://upload.wikimedia.org/wikipedia/commons/d/d5/Opava_Flag.svg
Ostrava,https://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_Ostrava.svg
Pardubice,https://upload.wikimedia.org/wikipedia/commons/d/db/Flag_of_Pardubice.svg
Plzeň,https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Plzen.svg
Prague,https://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Prague.svg
Teplice,https://upload.wikimedia.org/wikipedia/commons/3/3a/Flag_of_Teplice.svg
Třinec,https://upload.wikimedia.org/wikipedia/commons/7/7b/Trinec_vlajka.svg
Ústí nad Labem,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Usti_nad_Labem.svg
Zlín,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Zlin.svg
Kinshasa,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Kinshasa%2C_DRC.svg
Lubumbashi,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_Lubumbashi.svg
Nuuk,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Nuuk.svg
Tórshavn,https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_T%C3%B3rshavn%2C_Faroe_Islands.svg
Puerto Plata,https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_San_Felipe_de_Puerto_Plata.svg
Santiago de los Caballeros,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Santiago_de_los_Caballeros%2C_Dominican_Republic.svg
Santo Domingo,https://upload.wikimedia.org/wikipedia/commons/4/40/Flag_of_Santo_Domingo%2C_Dominican_Republic.svg
Ambato,https://upload.wikimedia.org/wikipedia/commons/6/62/Bandera_Provincia_Tungurahua.svg
Babahoyo,https://upload.wikimedia.org/wikipedia/commons/c/c2/Flag_of_Babahoyo.svg
Buena Fe,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Buena_Fe.svg
Cayambe,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Cayambe.svg
Chone,https://upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Chone.svg
Cuenca,https://upload.wikimedia.org/wikipedia/commons/e/e3/Flag_of_Cuenca%2C_Ecuador.svg
Daule,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Daule.svg
Durán,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_Dur%C3%A1n.svg
El Carmen,https://upload.wikimedia.org/wikipedia/commons/6/6b/Flag_of_El_Carmen.svg
Esmeraldas,https://upload.wikimedia.org/wikipedia/commons/9/91/Bandera_Provincia_Esmeraldas.svg
Guayaquil,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bandera_de_Guayaquil.svg
Huaquillas,https://upload.wikimedia.org/wikipedia/commons/d/d7/Flag_of_Huaquillas.svg
Jipijapa,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Jipijapa.svg
La Libertad,https://upload.wikimedia.org/wikipedia/commons/9/96/Flag_of_La_Libertad.svg
Latacunga,https://upload.wikimedia.org/wikipedia/commons/a/ac/BanderaLatacunga.svg
Loja,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Loja.svg
Machala,https://upload.wikimedia.org/wikipedia/commons/e/eb/Machala_Flag.svg
Milagro,https://upload.wikimedia.org/wikipedia/commons/b/b3/Flag_of_Milagro.svg
Nueva Loja,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bandera_Lago_Agrio.svg
Pasaje,https://upload.wikimedia.org/wikipedia/commons/9/90/Flag_of_Pasaje.svg
Portoviejo,https://upload.wikimedia.org/wikipedia/commons/8/8a/Flag_of_Portoviejo.svg
Puerto Francisco de Orellana,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Puerto_Francisco_de_Orellana.svg
Quevedo,https://upload.wikimedia.org/wikipedia/commons/b/b2/Bandera_de_Quevedo.svg
Quito,https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Quito.svg
Riobamba,https://upload.wikimedia.org/wikipedia/commons/9/96/Bandera_de_Riobamba.svg
Samborondón,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Samborond%C3%B3n.svg
Sangolquí,https://upload.wikimedia.org/wikipedia/commons/d/d6/Flag_of_Sangolqu%C3%AD.svg
Santa Rosa,https://upload.wikimedia.org/wikipedia/commons/9/98/Flag_of_Santa_Rosa.svg
Santo Domingo,https://upload.wikimedia.org/wikipedia/commons/5/50/Flag_of_Santo_Domingo_de_los_Colorados.svg
Tulcán,https://upload.wikimedia.org/wikipedia/commons/9/90/Flag_of_Tulc%C3%A1n.svg
Ventanas,https://upload.wikimedia.org/wikipedia/commons/f/fb/Flag_of_Ventanas.svg
Zamora,https://upload.wikimedia.org/wikipedia/commons/1/14/Bandera_de_Zamora_%28Ecuador%29.svg
Alexandria,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alexandria.svg
Arish,https://upload.wikimedia.org/wikipedia/commons/3/3b/North_Sinai_Flag_%28Old%29.svg
Aswan,https://upload.wikimedia.org/wikipedia/commons/9/98/Governadorat_dAswan.svg
Beni Suef,https://upload.wikimedia.org/wikipedia/commons/d/d0/Beni_Suef_Governorate_Flag.svg
Cairo,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Cairo.svg
Damietta,https://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Damietta_Governorate.svg
Port Said,https://upload.wikimedia.org/wikipedia/commons/1/18/Flag_of_Port_Said.svg
Qena,https://upload.wikimedia.org/wikipedia/commons/0/09/Governadorat_de_Qena_flag.svg
Suez,https://upload.wikimedia.org/wikipedia/commons/f/f1/Flag_of_Suez_Governorate.svg
Antiguo Cuscatlán,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_La_Libertad_Department_%28El_Salvador%29.svg
Jiquilisco,https://upload.wikimedia.org/wikipedia/commons/d/d5/Flag_of_Jiquilisco%2C_El_Salvador.svg
San Salvador,https://upload.wikimedia.org/wikipedia/commons/d/d8/Bandera_de_San_Salvador_%282021%29.svg
Kohtla-Järve,https://upload.wikimedia.org/wikipedia/commons/1/13/Flag_of_Kohtla-Jarve.svg
Narva,https://upload.wikimedia.org/wikipedia/commons/2/2a/Flag_of_et-Narva.svg
Pärnu,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_et-Parnu.svg
Tallinn,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Tallinn.svg
Tartu,https://upload.wikimedia.org/wikipedia/commons/6/6d/Tartu_flag.svg
Addis Ababa,https://upload.wikimedia.org/wikipedia/commons/6/6f/Flag_of_Addis_Ababa.svg
Nett,https://upload.wikimedia.org/wikipedia/commons/3/3f/Flag_of_Nett.svg
Tafunsak,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Tafunsak%2C_Kosrae%2C_FM.svg
Helsinki,https://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_Helsinki.svg
Oulu,https://upload.wikimedia.org/wikipedia/commons/d/d1/Oulu.lippu.svg
Tampere,https://upload.wikimedia.org/wikipedia/commons/4/4d/Tampere.lippu.svg
Turku,https://upload.wikimedia.org/wikipedia/commons/a/ac/Turku.lippu.svg
Vantaa,https://upload.wikimedia.org/wikipedia/commons/9/91/Vantaa.lippu.svg
Agen,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Agen.svg
